0.250207033,856938567,,cpu_atom/cycles/,327339,0.00,,
0.250207033,1121516604,,cpu_core/cycles/,247998794,99.00,,
0.250207033,715874991,,cpu_atom/instructions/,327339,0.00,0.84,insn per cycle
0.250207033,1404832088,,cpu_core/instructions/,248003198,99.00,1.25,insn per cycle
0.250207033,188450371,,cpu_core/mem_inst_retired.all_stores/,248005963,99.00,,
0.250207033,115736320,,cpu_core/resource_stalls.sb/,248008613,99.00,,
0.250207033,959730,,cpu_core/ld_blocks.store_forward/,248011015,99.00,,
0.250207033,18380768,,cpu_core/cache-references/,248013574,99.00,,
0.250207033,9351130,,cpu_core/cache-misses/,248015939,99.00,,
0.500646232,<not counted>,,cpu_atom/cycles/,0,0.00,,
0.500646232,1157271530,,cpu_core/cycles/,250416622,100.00,,
0.500646232,<not counted>,,cpu_atom/instructions/,0,0.00,,
0.500646232,1723470539,,cpu_core/instructions/,250418470,100.00,1.49,insn per cycle
0.500646232,107862818,,cpu_core/mem_inst_retired.all_stores/,250418410,100.00,,
0.500646232,5249310,,cpu_core/resource_stalls.sb/,250418870,100.00,,
0.500646232,252085,,cpu_core/ld_blocks.store_forward/,250419036,100.00,,
0.500646232,10933950,,cpu_core/cache-references/,250418807,100.00,,
0.500646232,5660973,,cpu_core/cache-misses/,250419094,100.00,,
0.751142359,<not counted>,,cpu_atom/cycles/,0,0.00,,
0.751142359,1142127223,,cpu_core/cycles/,248742353,100.00,,
0.751142359,<not counted>,,cpu_atom/instructions/,0,0.00,,
0.751142359,1592572111,,cpu_core/instructions/,248742679,100.00,1.39,insn per cycle
0.751142359,60068618,,cpu_core/mem_inst_retired.all_stores/,248743016,100.00,,
0.751142359,1107691,,cpu_core/resource_stalls.sb/,248743272,100.00,,
0.751142359,293001,,cpu_core/ld_blocks.store_forward/,248743623,100.00,,
0.751142359,10365846,,cpu_core/cache-references/,248744049,100.00,,
0.751142359,6435475,,cpu_core/cache-misses/,248744010,100.00,,
1.001570803,<not counted>,,cpu_atom/cycles/,0,0.00,,
1.001570803,1151647340,,cpu_core/cycles/,250407295,100.00,,
1.001570803,<not counted>,,cpu_atom/instructions/,0,0.00,,
