0.250399957,861149091,,cpu_atom/cycles/,332359,0.00,,
0.250399957,1141830864,,cpu_core/cycles/,249566360,99.00,,
0.250399957,709152285,,cpu_atom/instructions/,332359,0.00,0.82,insn per cycle
0.250399957,1304853343,,cpu_core/instructions/,249570901,99.00,1.14,insn per cycle
0.250399957,179652497,,cpu_core/mem_inst_retired.all_stores/,249573187,99.00,,
0.250399957,145057227,,cpu_core/resource_stalls.sb/,249575555,99.00,,
0.250399957,1125054,,cpu_core/ld_blocks.store_forward/,249578166,99.00,,
0.250399957,20197726,,cpu_core/cache-references/,249580579,99.00,,
0.250399957,11807358,,cpu_core/cache-misses/,249583325,99.00,,
0.500959361,<not counted>,,cpu_atom/cycles/,0,0.00,,
0.500959361,1151585162,,cpu_core/cycles/,250512246,100.00,,
0.500959361,<not counted>,,cpu_atom/instructions/,0,0.00,,
0.500959361,1403340662,,cpu_core/instructions/,250512971,100.00,1.22,insn per cycle
0.500959361,100487537,,cpu_core/mem_inst_retired.all_stores/,250513414,100.00,,
0.500959361,6444681,,cpu_core/resource_stalls.sb/,250514151,100.00,,
0.500959361,203659,,cpu_core/ld_blocks.store_forward/,250513995,100.00,,
0.500959361,10988130,,cpu_core/cache-references/,250514270,100.00,,
0.500959361,5750917,,cpu_core/cache-misses/,250513865,100.00,,
0.751512881,<not counted>,,cpu_atom/cycles/,0,0.00,,
0.751512881,1146248390,,cpu_core/cycles/,250542527,100.00,,
0.751512881,<not counted>,,cpu_atom/instructions/,0,0.00,,
0.751512881,1205782083,,cpu_core/instructions/,250544310,100.00,1.05,insn per cycle
0.751512881,46590994,,cpu_core/mem_inst_retired.all_stores/,250544587,100.00,,
0.751512881,2297821,,cpu_core/resource_stalls.sb/,250545123,100.00,,
0.751512881,200884,,cpu_core/ld_blocks.store_forward/,250545687,100.00,,
0.751512881,10375651,,cpu_core/cache-references/,250546207,100.00,,
0.751512881,6874854,,cpu_core/cache-misses/,250547108,100.00,,
1.002092189,<not counted>,,cpu_atom/cycles/,0,0.00,,
1.002092189,1149777813,,cpu_core/cycles/,250498645,100.00,,
1.002092189,<not counted>,,cpu_atom/instructions/,0,0.00,,
1.002092189,1214044079,,cpu_core/instructions/,250497792,100.00,1.06,insn per cycle
1.002092189,49050129,,cpu_core/mem_inst_retired.all_stores/,250497685,100.00,,
1.002092189,11501447,,cpu_core/resource_stalls.sb/,250497406,100.00,,
1.002092189,316575,,cpu_core/ld_blocks.store_forward/,250497448,100.00,,
1.002092189,10249820,,cpu_core/cache-references/,250497727,100.00,,
1.002092189,6785339,,cpu_core/cache-misses/,250497496,100.00,,
1.252702604,<not counted>,,cpu_atom/cycles/,0,0.00,,
1.252702604,1153070346,,cpu_core/cycles/,250540482,100.00,,
1.252702604,<not counted>,,cpu_atom/instructions/,0,0.00,,
1.252702604,1200648058,,cpu_core/instructions/,250540868,100.00,1.04,insn per cycle
1.252702604,37590625,,cpu_core/mem_inst_retired.all_stores/,250541238,100.00,,
1.252702604,151282,,cpu_core/resource_stalls.sb/,250540996,100.00,,
1.252702604,204638,,cpu_core/ld_blocks.store_forward/,250541268,100.00,,
1.252702604,10578671,,cpu_core/cache-references/,250541293,100.00,,
1.252702604,6941929,,cpu_core/cache-misses/,250541539,100.00,,
1.503287828,<not counted>,,cpu_atom/cycles/,0,0.00,,
1.503287828,1152278709,,cpu_core/cycles/,250547210,100.00,,
1.503287828,<not counted>,,cpu_atom/instructions/,0,0.00,,
1.503287828,1196561995,,cpu_core/instructions/,250547063,100.00,1.04,insn per cycle
1.503287828,37490944,,cpu_core/mem_inst_retired.all_stores/,250547251,100.00,,
1.503287828,143857,,cpu_core/resource_stalls.sb/,250548437,100.00,,
1.503287828,203144,,cpu_core/ld_blocks.store_forward/,250548143,100.00,,
1.503287828,10642559,,cpu_core/cache-references/,250548051,100.00,,
1.503287828,7033019,,cpu_core/cache-misses/,250548001,100.00,,
1.753866053,<not counted>,,cpu_atom/cycles/,0,0.00,,
1.753866053,1152632322,,cpu_core/cycles/,250472356,100.00,,
1.753866053,<not counted>,,cpu_atom/instructions/,0,0.00,,
1.753866053,1145529461,,cpu_core/instructions/,250472004,100.00,0.99,insn per cycle
1.753866053,38096464,,cpu_core/mem_inst_retired.all_stores/,250471790,100.00,,
1.753866053,479728,,cpu_core/resource_stalls.sb/,250471178,100.00,,
1.753866053,195610,,cpu_core/ld_blocks.store_forward/,250471773,100.00,,
1.753866053,10399002,,cpu_core/cache-references/,250471618,100.00,,
1.753866053,7046716,,cpu_core/cache-misses/,250471385,100.00,,
2.004470151,<not counted>,,cpu_atom/cycles/,0,0.00,,
2.004470151,1157240470,,cpu_core/cycles/,250557413,100.00,,
2.004470151,<not counted>,,cpu_atom/instructions/,0,0.00,,
